RIN,PRIMARY_KEY,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_ID,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE,LOCATION_DISTRICT,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE
160962,2015360922,2/5/2015,ID,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,458894767: 2015360922,M,Black,,,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EDGED WEAPON,IMPACT MUNITION/RUBBER RND-ENTER # SHOTS,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BOMB /EOD K9 SPECIAL OPS,17,3137435,10088569,1,6912 BRYN MAWR DR,Austin,TX,,
171058,2016371370,2/6/2016,HE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,119158158: 2016371370,M,Black,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,HENRY 100 REG III PATROL,3,3127179,10056845,3,6118 FAIRWAY ST,Austin,TX,,
145388,2014811078,3/22/2014,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",368443763: 2014811078,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,1,3127793,10105786,,800 BLOCK W RUNDBERG LN,Austin,TX,,
152800,20142941441,10/21/2014,DA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",80937229: 20142941441,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,,DAVID 500 REG IV PATROL,6,3101202,10056669,,1800 FORT VIEW RD,Austin,TX,,
153101,20143041233,10/31/2014,ID,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,254804501: 20143041233,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION,IMPACT MUNITION/RUBBER RND-ENTER # SHOTS,,,,1,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BOMB /EOD K9 SPECIAL OPS,14,3128916,10088570,,1427 BERKSHIRE DR,Austin,TX,30.316395,-97.695115
152840,20142341652,8/22/2014,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459139519: 20142341652,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,6,3107305,10042019,,1706 E WILLIAM CANNON DR,Austin,TX,30.189074,-97.767286
153167,20143041233,10/31/2014,ID,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,254804501: 20143041233,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION,IMPACT MUNITION/RUBBER RND-ENTER # SHOTS,,,,1,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 600 REG III PATROL,3,3128916,10088570,,1427 BERKSHIRE DR,Austin,TX,30.316395,-97.695115
164042,20152081471,7/27/2015,FR,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,459279054: 20152081471,M,White,,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,0,3115894,10041368,2,5800 AINEZ DR,Austin,TX,,
166990,20152751681,10/2/2015,DA,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,458960874: 20152751681,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,8,3106394,10070460,8,2100 BARTON SPRINGS RD,Austin,TX,,
167001,20152751681,10/2/2015,DA,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,458960874: 20152751681,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,8,3106394,10070460,8,2100 BARTON SPRINGS RD,Austin,TX,,
167002,20152751681,10/2/2015,DA,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,458960874: 20152751681,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,14,3106394,10070460,8,2100 BARTON SPRINGS RD,Austin,TX,,
167714,20152941290,10/21/2015,HE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",,,,,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - DRIVE STUN-ENTER # SHOTS,,,,2,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 400 REG III PATROL,3,3116363,10052084,3,2221 MISSION HILL DR,Austin,TX,,
170367,201681512,1/8/2016,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,,,,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 300 REG I PATROL,4,3117499,10104627,7,8140 BURNET RD,Austin,TX,,
142188,201431500,1/3/2014,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,207880721: 201431500,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,6,3123318,10070243,,2512 E 10TH ST,Austin,TX,30.265948,-97.714277
147902,20141491554,5/29/2014,ID,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",169346185: 20141491554,M,White,SUSPECT,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,1,3125405,10098547,,111 W ANDERSON LN SVRD EB,Austin,TX,30.344034,-97.705903
176204,20162771168,10/3/2016,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,61997637: 20162771168,M,Hispanic,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,CHARLIE 300 REG III PATROL,1,3150865,10082058,1,7000 DECKER LN,Austin,TX,,
177284,20163481507,12/13/2016,ID,DISPATCHED CALL,OTHER (DOCUMENT IN SUPPLEMENT),297021910: 20163481507,M,Hispanic,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,MINOR INJURY,IDA 400 REG I PATROL,4,3129996,10096983,4,1030 NORWOOD PARK BLVD,Austin,TX,,
152860,20142931394,10/20/2014,ED,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,459120094: 20142931394,M,Black,JUV-ARRESTE,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,1,3135985,10117220,,12151 N IH 35 SVRD NB,Austin,TX,,
155973,2015390785,2/8/2015,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459202727: 2015390785,M,Black,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,CED - PRONGS-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,1,NO COMPLAINT OF INJURY/PAIN,,HENRY 200 REG III PATROL,5,3122853,10060648,3,4600 ELMONT DR,Austin,TX,,
176380,20162881558,10/14/2016,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,373696081: 20162881558,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,4,3131851,10113896,7,11605 N LAMAR BLVD,Austin,TX,,
176392,20162881558,10/14/2016,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,373696081: 20162881558,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,4,3131851,10113896,7,11605 N LAMAR BLVD,Austin,TX,,
177512,20163610970,12/26/2016,FR,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,216466714: 20163610970,M,White,,EDP/MENTALLY UNSTABLE,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,5,3104147,10043268,2,6607 CIRCLE S RD,Austin,TX,,
149300,20141831541,7/2/2014,HE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",367794527: 20141831541,M,Hispanic,JUV-ARRESTE,,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,4,3127180,10056845,,6118 FAIRWAY ST,Austin,TX,30.228823,-97.703189
173364,2016991522,4/8/2016,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459390663: 2016991522,F,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,0,3154599,10037121,2,THOME VALLEY DR / ALOMAR CV,Austin,TX,,
155079,2015191350,1/19/2015,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458907673: 2015191350,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,2,3121090,10060725,3,2400 ELMONT DR,Austin,TX,,
155080,2015191350,1/19/2015,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458907673: 2015191350,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 500 REG III PATROL,2,3121090,10060725,3,2400 ELMONT DR,Austin,TX,,
155099,2015191350,1/19/2015,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458907673: 2015191350,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,3,3121090,10060725,3,2400 ELMONT DR,Austin,TX,,
155499,2015191350,1/19/2015,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458907673: 2015191350,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,3,3121090,10060725,3,2400 ELMONT DR,Austin,TX,,
177465,20163581263,12/23/2016,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",135272570: 20163581263,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-passive resistance; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,0,3110568,10038067,2,4602 MAGIN MEADOW DR,Austin,TX,,
177466,20163581263,12/23/2016,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",135272570: 20163581263,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-passive resistance; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,2,3110568,10038067,2,4602 MAGIN MEADOW DR,Austin,TX,,
154983,2015151392,1/15/2015,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,177604178: 2015151392,M,Black,,,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,2,3129938,10094930,4,7607 BLESSING AVE,Austin,TX,,
155040,2015151392,1/15/2015,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,177604178: 2015151392,M,Black,,,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,2,3129938,10094930,4,7607 BLESSING AVE,Austin,TX,,
156481,2015491509,2/18/2015,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,12845688: 2015491509,M,Black,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,0,3126868,10101248,4,GEORGIAN DR / E WALNUT DR,Austin,TX,,
171272,2016411574,2/10/2016,HE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",93651327: 2016411574,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,HENRY 500 REG III PATROL,0,3128644,10058413,3,1100 MONTOPOLIS DR,Austin,TX,,
174613,20161811339,6/29/2016,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459364565: 20161811339,M,White,,,expired code-other,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,4,3114500,10070899,9,613 CONGRESS AVE,Austin,TX,,
173768,20161221417,5/1/2016,CH,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,165024079: 20161221417,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE DISTRICT REPS REG III PATROL,10,3150227,10081398,1,8412 GARCREEK CIR,Austin,TX,,
173769,20161221417,5/1/2016,CH,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,174326030: 20161221417,F,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,2,3150227,10081398,1,8412 GARCREEK CIR,Austin,TX,,
173770,20161221417,5/1/2016,CH,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,165024079: 20161221417,M,Hispanic,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,2,3150227,10081398,1,8412 GARCREEK CIR,Austin,TX,,
160471,20151361377,5/16/2015,CH,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",192284000: 20151361377,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,MINOR INJURY,MINOR INJURY,CHARLIE 700 REG III PATROL,0,3121187,10066972,3,2024 E 2ND ST,Austin,TX,,
160522,20151361377,5/16/2015,CH,DISPATCHED CALL,OTHER (DOCUMENT IN SUPPLEMENT),192284000: 20151361377,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,24,3121187,10066972,3,2024 E 2ND ST,Austin,TX,,
145591,2014891573,3/30/2014,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459014497: 2014891573,F,Black,ARRESTED,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,OTHER,,,,,MINOR INJURY,MINOR INJURY,ADAM 500 REG II PATROL,2,3103172,10135869,,12505 PINTAIL CV,Austin,TX,30.447576,-97.773491
177124,20163391234,12/4/2016,ID,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,156042470: 20163391234,F,Black,,EDP/MENTALLY UNSTABLE,expired code-verbal resistance/aggression; expired code-passive resistance; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,4,3132445,10082622,1,2900 SPRING CIR,Austin,TX,,
173304,2016781714,3/18/2016,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,119146248: 2016781714,M,White,,EDP/MENTALLY UNSTABLE,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 400 REG IV PATROL,1,3086570,10045005,5,3210 PLANTATION RD,Austin,TX,,
154221,20143331313,11/29/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459218726: 20143331313,F,White,ARRESTED,,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,2,3106610,10069997,,2005 LOU NEFF RD,Austin,TX,30.266395,-97.76714
154222,20143331313,11/29/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459218726: 20143331313,F,White,ARRESTED,,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,2,3106610,10069997,,2005 LOU NEFF RD,Austin,TX,30.266395,-97.76714
145649,2014851527,3/26/2014,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,220792715: 2014851527,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - DRIVE STUN-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,12,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 300 REG III PATROL,11,3121553,10065666,,80 MILDRED ST,Austin,TX,30.253476,-97.720242
146385,20141121379,4/22/2014,ED,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,209191859: 20141121379,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,0,3128925,10103481,,9008 EAST DR,Austin,TX,30.356977,-97.693846
165463,20152391654,8/27/2015,BA,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,459278981: 20152391654,M,White,,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 500 REG I PATROL,1,3112758,10104621,10,N MOPAC EXPY SVRD SB / SPICEWOOD SPRINGS RD,Austin,TX,,
153401,20143141246,11/10/2014,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",367199137: 20143141246,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 400 REG IV PATROL,1,3099279,10039788,,S 1ST ST / W DITTMAR RD,Austin,TX,,
146143,20141041459,4/14/2014,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,259719501: 20141041459,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 400 REG III PATROL,2,3127924,10056757,,6300 SANTOS ST,Austin,TX,30.228774,-97.700998
175014,20161721402,6/20/2016,AD,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,459221976: 20161721402,F,Hispanic,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 500 REG II PATROL,2,3081085,10125283,6,8225 N FM 620 RD,Austin,TX,,
147299,20141401588,5/20/2014,ID,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,459080160: 20141401588,F,Black,VICTIM/ARRE,,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,3,3126122,10094299,,7105 N IH 35 SVRD NB,Austin,TX,,
174264,20161541506,6/2/2016,-,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,373761902: 20161541506,F,Black,,EDP/MENTALLY UNSTABLE,expired code-passive resistance; expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,1,-,-,,916 E KOENING LN SVRD WB,Austin,TX,,
